blk_no,postal_code,entity_id,latitude,longitude,hawker_centre_name,hawker_centre_type,hawker_centre_postal_code,hawker_centre_location,hawker_centre_latitude,hawker_centre_longitude,euclidean_distance_to_nearest_hawker_centre_km,nearest_hawker_centre_estimated_walking_km,walking_time_to_nearest_hawker_centre_mins
547B,462547,11054923,1.3297365094200435,103.9253927424492,Blk 538 Bedok North Street 3,MHC,460538,"Blk 538, Bedok North Street 3, S(460538)",1.3320672671941451,103.92462132065832,0.2733,0.328,4.1
202,120202,11166,1.3206039441053954,103.76271126548737,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.8354,1.0025,12.53
352A,751352,793,1.450656339608583,103.81965238890912,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.3424,2.8109,35.14
33A,462033,7019,1.3232355903139257,103.93921888237611,Blk 58 New Upper Changi Road,MHC,461058,"Blk 58, New Upper Changi Road, S(461058)",1.3242008820651516,103.94112528450631,0.2378,0.2854,3.57
633,520633,12641,1.3654417858974763,103.94126559746331,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.2359,2.683,33.54
829,640829,11055054,1.3449605456180993,103.6940524234382,Blks 221 A/B Boon Lay Place,MHC,641221,"Blk 221A/B, Boon Lay Place, S(641221/642221)",1.34522406539603,103.71280068325645,2.0867,2.504,31.3
144,350144,11193,1.3326214708801618,103.86556124525747,Blk 22 Toa Payoh Lorong 7,MHC,310022,"Blk 22, Lorong 7 Toa Payoh, S(310022)",1.335382605843395,103.85700371355455,1.0007,1.2009,15.01
809,680809,6331,1.3751007855400843,103.74454419477016,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,3.5997,4.3196,54.0
212,360212,12839,1.3427912551477432,103.87548106048985,Blk 105 Hougang Ave 1,MHC,530105,"Blk 105, Hougang Ave 1, S(530105)",1.353847276305833,103.89009415456503,2.0395,2.4474,30.59
126,470126,2423,1.332727839779289,103.9108854348153,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.3559,0.4271,5.34
931,530931,6983,1.3755664953417166,103.88053757989556,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.9349,2.3219,29.02
149,160149,2601,1.2772826960138026,103.83180649421975,Blk 112 Jalan Bukit Merah,MHC,160112,"Blk 112, Jalan Bukit Merah, S(160112)",1.280001821226117,103.82600359589021,0.7132,0.8559,10.7
55,600055,9790,1.3218724037702798,103.73742049355045,Blk 37A Teban Gardens Road,MHC,601037,"Blk 37A, Teban Gardens Road, S(601037)",1.3208317211187113,103.74274735198563,0.604,0.7248,9.06
726,120726,12248,1.30389091477601,103.76422083546622,Blk 726 Clementi West Street 2,MHC,120726,"Blk 726, Clementi West Street 2, S(120726)",1.3038107392121832,103.76425075430964,0.0095,0.0114,0.14
465A,121465,12307,1.3093692596923516,103.76756501071567,Blk 448 Clementi Ave 3,MHC,120448,"Blk 448, Clementi Ave 3, S(120448)",1.3133196935787859,103.76451719342104,0.5554,0.6665,8.33
104C,753104,11050787,1.4497075468381628,103.8318185593704,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.0589,2.4707,30.88
897B,731897,9316,1.436126042487344,103.79393450026734,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.0547,2.4657,30.82
615,530615,12862,1.3686616551692146,103.88503630270604,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.0722,1.2867,16.08
661A,731661,1968,1.4358412380025034,103.79838206335977,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.5275,3.033,37.91
171,730171,178,1.4340176594339122,103.77652209259925,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.0462,1.2554,15.69
334,550334,2621,1.3500973474150038,103.87081367999488,Serangoon Garden Market,MHC,555945,"49A, Serangoon Garden Way, S(555945)",1.3630850026687606,103.86672495312547,1.5157,1.8188,22.74
38A,331038,1020,1.3201146778524706,103.86686208699433,Blk 69 Geylang Bahru,MHC,330069,"Blk 69, Geylang Bahru, S(330069)",1.3214631112680744,103.87000502438272,0.3806,0.4568,5.71
2,130002,2514,1.3031301662987875,103.78292063589511,Ayer Rajah Food Centre 1,HC,139957,"73A, Ayer Rajah Crescent, S(139957)",1.2974066981176782,103.78748104448137,0.8146,0.9775,12.22
446,790446,5195,1.3921203483061193,103.8732661617798,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,3.0034,3.604,45.05
771,730771,9248,1.446854028098077,103.79803060335537,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.3753,2.8503,35.63
413A,731413,9419,1.4279397617831564,103.77226704636357,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,1.4834,1.7801,22.25
2,431002,3082,1.3031200605679494,103.8839254533392,Blk 4A Jalan Batu,MHC,432004,"Blk 4A, Jalan Batu, S(432004)",1.3023453381646906,103.88390974965905,0.0863,0.1035,1.29
188A,731188,12910,1.4382187443824719,103.7740754402188,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,0.5475,0.657,8.21
621,670621,329,1.3861485617727618,103.7628251777402,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.4013,6.4815,81.02
425,750425,1278,1.4543447203038733,103.81854446537044,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.7676,3.3212,41.51
579,530579,7270,1.379023193966797,103.8860877316949,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.2197,2.6636,33.29
233A,311233,7335,1.338438623969979,103.85889178312615,Blk 22 Toa Payoh Lorong 7,MHC,310022,"Blk 22, Lorong 7 Toa Payoh, S(310022)",1.335382605843395,103.85700371355455,0.3999,0.4798,6.0
635,410635,7466,1.330734613740603,103.90483212057637,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,1.0612,1.2734,15.92
184,570184,12490,1.350136269322553,103.85249129432191,Blk 210 Toa Payoh Lorong 8,MHC,310210,"Blk 210, Lorong 8 Toa Payoh, S(310210)",1.340252082146037,103.85433383564761,1.1193,1.3431,16.79
337A,611337,2888,1.3377470028358942,103.72287463029322,Taman Jurong Market & Food Centre,MHC,618499,"3, Yung Sheng Road, S(618499)",1.3345893785047198,103.72151991984624,0.3825,0.459,5.74
271,680271,11460,1.3786396724827472,103.74233017657772,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,3.9264,4.7117,58.9
106A,101106,11009,1.2805744091439304,103.811032944042,Blk 163 Bukit Merah Central,HC,150163,"Blk 163, Bukit Merah Central, S(150163)",1.283692646255982,103.81699241185922,0.7486,0.8983,11.23
243,570243,7683,1.3610874825421957,103.8446627925834,Blk 341 Ang Mo Kio Ave 1,MHC,560341,"Blk 341, Ang Mo Kio Ave 1, S(560341)",1.363845167386306,103.84806730049579,0.4876,0.5852,7.31
128,460128,2965,1.327732480603333,103.93901756788176,Blk 58 New Upper Changi Road,MHC,461058,"Blk 58, New Upper Changi Road, S(461058)",1.3242008820651516,103.94112528450631,0.4578,0.5494,6.87
436A,791436,7590,1.3928341519904126,103.87650257962969,Blk 527 Ang Mo Kio Ave 10,MHC,560527,"Blk 527, Ang Mo Kio Ave 10, S(560527)",1.372772089820446,103.85445796431361,3.3176,3.9811,49.76
169C,823169,4162,1.393586685922275,103.91421420809836,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.9571,5.9485,74.36
711,730711,5994,1.441307595273675,103.79748996614136,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.2958,2.7549,34.44
628,530628,7066,1.369531096121499,103.88068007491674,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.3078,1.5694,19.62
213C,823213,11053529,1.4006888803333521,103.89890411806316,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.8472,5.8166,72.71
699C,533699,8405,1.3764370852941155,103.88852270443435,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.9512,2.3414,29.27
6,430006,9975,1.3131781585964977,103.89721470343105,Blks 13/14 Haig Road,MHC,430013,"Blk 13/14, Haig Road, S(430013/430014)",1.3151090924234687,103.895587840784,0.281,0.3373,4.22
301C,543301,2471,1.3887350108631498,103.89097914255451,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.3459,4.0151,50.19
333A,541333,9695,1.3946508948087597,103.89095365955605,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.9967,4.796,59.95
7,391007,8724,1.3076670938068828,103.88253744875426,Kallang Estate Market,MHC,397972,"17, Old Airport Road, S(397972)",1.3073440158193488,103.88401830594455,0.1687,0.2024,2.53
181,310181,2748,1.333580393462125,103.8509503068387,Blk 74 Toa Payoh Lorong 4,MHC,310074,"Blk 74, Lorong 4 Toa Payoh, S(310074)",1.3345507486923727,103.8520035099266,0.1594,0.1913,2.39
406,750406,423,1.4530434910405856,103.81701800461836,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,2.7106,3.2527,40.66
724,730724,11126,1.4448335686525793,103.79885134741313,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.4406,2.9287,36.61
690A,681690,11403,1.402870223093479,103.75154905791014,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,4.7273,5.6728,70.91
62B,143062,11054951,1.294468562783441,103.81093248514195,ABC Brickworks Market & Food Centre,MHC,150006,"Blk 6, Jalan Bukit Merah, S(150006)",1.2869527547026849,103.80812801459288,0.893,1.0716,13.39
679A,821679,9802,1.4059937858873057,103.90830013830694,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.7791,6.9349,86.69
349,650349,5449,1.3620467593546055,103.74956986576437,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,2.4499,2.9398,36.75
212A,541212,9664,1.3864207528647237,103.90008716267333,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,3.4204,4.1045,51.31
664,730664,9725,1.4363284301519221,103.79787808140597,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.4568,2.9481,36.85
19,440019,5815,1.3045751595698998,103.91493359109597,Blk 50A Marine Terrace,MHC,441050,"Blk 50A, Marine Terrace, S(441050)",1.3057297369080327,103.91573703958302,0.1566,0.1879,2.35
307,760307,1627,1.4306986881212655,103.84084798410069,Chong Pang Market & Food Centre,MHC,760104,"Blk 104/105, Yishun Ring Road, S(760104/760105)",1.431526731266786,103.82841986163255,1.3861,1.6634,20.79
35,440035,4563,1.3032130523284502,103.91271713210791,Blk 50A Marine Terrace,MHC,441050,"Blk 50A, Marine Terrace, S(441050)",1.3057297369080327,103.91573703958302,0.4375,0.5251,6.56
185A,541185,9043,1.39327652536207,103.90712313877887,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.4705,5.3646,67.06
322A,821322,11053275,1.4114662160739,103.89708384164035,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.959,7.1508,89.38
613A,471613,4728,1.3326625566033359,103.9176351430691,Blk 630 Bedok Reservoir Road,MHC,470630,"Blk 630, Bedok Reservoir Road, S(470630)",1.333159291179886,103.91405397906551,0.4024,0.4828,6.04
143,730143,265,1.436742297216727,103.77677249322412,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,0.742,0.8904,11.13
568,680568,11416,1.3957649477695118,103.74628604215785,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,5.6975,6.837,85.46
617A,821617,1832,1.4024090494270887,103.91180668530338,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.6102,6.7322,84.15
836,530836,3076,1.3699630997279326,103.89090230939671,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.3258,1.5909,19.89
85,100085,4250,1.2772828352152528,103.80874232385199,Blk 82 Telok Blangah Drive,MK,100082,"Blk 82, Telok Blangah Drive, S(100082)",1.2738912107264204,103.80790065266949,0.389,0.4668,5.84
111,460111,6756,1.3314720631387222,103.93544511356913,Blk 85 Bedok North Street 4,MHC,460085,"Blk 85, Bedok North Street 4, S(460085)",1.3320577697615454,103.93871502759151,0.3697,0.4436,5.55
131,670131,4866,1.3745537516226871,103.77088495943052,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,3.9488,4.7386,59.23
182,460182,5303,1.3269456171777967,103.94170851345785,Blk 58 New Upper Changi Road,MHC,461058,"Blk 58, New Upper Changi Road, S(461058)",1.3242008820651516,103.94112528450631,0.3124,0.3748,4.69
52A,143052,9250,1.302206020315508,103.79695187845682,Tanglin Halt Market,MHC,148813,"48A, Tanglin Halt Road, S(148813)",1.3005580755321065,103.79771938298933,0.2024,0.2428,3.04
250,510250,8650,1.370196382952775,103.9628830796304,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,3.4061,4.0874,51.09
788C,733788,1939,1.4438484051660407,103.80191209441537,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.7764,3.3317,41.65
201,560201,6018,1.368812968818611,103.84456682509868,Blk 724 Ang Mo Kio Ave 6,MHC,560724,"Blk 724, Ang Mo Kio Ave 6, S(560724)",1.3721725844378232,103.84651031249359,0.432,0.5184,6.48
330,600330,2221,1.3505097800510508,103.73001714705579,Blk 347 Jurong East Ave 1,MHC,600347,"Blk 347, Jurong East Ave 1, S(600347)",1.3451881120087776,103.73114480619329,0.6056,0.7267,9.08
126,530126,11050755,1.352387923595783,103.88567494071232,Blk 105 Hougang Ave 1,MHC,530105,"Blk 105, Hougang Ave 1, S(530105)",1.353847276305833,103.89009415456503,0.5179,0.6215,7.77
510A,671510,7890,1.3868998475140297,103.76916504319186,Bukit Timah Market,MHC,588215,"51, Upper Bukit Timah Road, S(588215)",1.3394524205511975,103.77600731109843,5.3365,6.4037,80.05
403,550403,10160,1.34644189007833,103.87238410077398,Serangoon Garden Market,MHC,555945,"49A, Serangoon Garden Way, S(555945)",1.3630850026687606,103.86672495312547,1.9568,2.3482,29.35
51,310051,11054700,1.3377476884957575,103.85253273109826,Blk 75 Toa Payoh Lorong 5,HC,310075,"Blk 75, Lorong 5 Toa Payoh, S(310075)",1.3360207658096421,103.85295699066083,0.198,0.2375,2.97
49,310049,11054701,1.33768043976284,103.85319386237632,Blk 75 Toa Payoh Lorong 5,HC,310075,"Blk 75, Lorong 5 Toa Payoh, S(310075)",1.3360207658096421,103.85295699066083,0.1866,0.224,2.8
362,120362,6032,1.3126839243293564,103.7699093593228,Blk 353 Clementi Ave 2,MHC,120353,"Blk 353, Clementi Ave 2, S(120353)",1.3143806546682972,103.77077281590697,0.2119,0.2543,3.18
63,518707,4342,1.3822688544862498,103.94330290786905,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,4.0802,4.8963,61.2
102,600102,7709,1.3361626229380663,103.73822577391606,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,0.8173,0.9807,12.26
356A,541356,11113,1.3934425146720242,103.88465279297719,Chomp Chomp Food Centre,HC,557269,"20, Kensington Park Road, S(557269)",1.3642325151486436,103.8665270206699,3.8265,4.5918,57.4
888,520888,10193,1.3508274953525121,103.9310707441959,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.6152,1.9382,24.23
642A,821642,4818,1.3981897380771944,103.91668622387158,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,5.5291,6.6349,82.94
918,530918,574,1.3756023808294329,103.88352895680839,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,1.8602,2.2323,27.9
634A,671634,2210,1.3858473197817005,103.75770723578921,Blk 254 Jurong East Street 24,MHC,600254,"Blk 254, Jurong East Street 24, S(600254)",1.3434881256069369,103.73773840345983,5.2129,6.2554,78.19
256,540256,6509,1.394002173039781,103.89919339961514,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,4.153,4.9836,62.29
220,520220,13171,1.3557033082210552,103.95207935197112,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.394,1.6729,20.91
421,530421,4422,1.3754114787151364,103.89477332276674,Kovan Market & Food Centre,MHC,530209,"Blk 209, Hougang Street 21, S(530209)",1.359083831888168,103.88605537443924,2.0603,2.4724,30.9
986C,643986,2976,1.3369666312334207,103.69568809980575,Quality Road Food Centre,HC,618824,"45, Quality Road, S(618824)",1.333252196135717,103.71047687645445,1.697,2.0364,25.45
184,510184,6904,1.3652186784819689,103.96021092884736,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,2.7855,3.3426,41.78
26,160026,3712,1.28821545720268,103.82843368459099,Blks 22A/B Havelock Road,HC,161022,"Blk 22A/B, Havelock Road, S(161022/162022)",1.2879705111936857,103.82962341389971,0.1352,0.1622,2.03
30,320030,3255,1.3257114461861998,103.85809635006554,Blk 90 Whampoa Drive,MHC,320090,"Blk 90, Whampoa Drive, S(320090)",1.3230640283908381,103.8549950810287,0.4538,0.5446,6.81
554A,731554,2109,1.4325259035237534,103.79634605205574,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,2.4733,2.968,37.1
409,520409,10986,1.3590847944648177,103.94510968693731,Blk 137 Tampines Street 11,MHC,521137,"Blk 137, Tampines Street 11, S(521137)",1.3456395427244823,103.94462454944245,1.4977,1.7972,22.47
895B,731895,11249,1.4356278183938465,103.79172297792877,Blks 20/21 Marsiling Lane,MHC,730020,"Blk 20/21, Marsiling Lane, S(730020/730021)",1.4434048227609568,103.77696721902483,1.8563,2.2276,27.84
691A,681691,11675,1.4011475826481004,103.751598944546,Blk 4A Woodlands Centre Road,HC,731004,"Blk 4A, Woodlands Centre Road, S(731004)",1.4410842154426942,103.77007681196069,4.8983,5.8779,73.47
